,GSM1354764,GSM1354765,GSM1354766,GSM1354767,GSM1354768,GSM1354769,GSM1354770,GSM1354771,GSM1354772,GSM1354773
AC007405.2,3.9901464,2.9313414,4.74456,4.4711003,4.283607,5.5894303,5.922522,4.914618,5.6818595,5.422559
AC007406.3,4.843458,5.265501,4.6089697,4.66337,4.258931,5.0073533,3.5581965,4.8843656,4.913516,4.5538435
AC007547.1,7.1617274,7.195966,7.1134105,7.0063562,7.351793,7.752476,7.503723,7.940418,7.8486743,7.927017
AC007603.1,4.201221,5.517257,5.3186593,4.4779444,4.9603157,4.592836,4.450163,4.7640896,4.8027177,4.770598
AC007611.1,6.807577,7.359747,7.4138474,7.2769322,7.6272273,6.635614,6.5828567,6.8770638,7.029396,7.107233
AC007663.1,5.750042,6.04079,5.177805,5.1742005,5.7516346,2.900218,3.3989468,2.5189323,2.6548514,2.4233396
AC007663.2,5.513228,5.9376116,5.842873,5.233818,5.9540095,5.8920765,5.6328397,6.2944446,6.2440724,5.694988
AC007685.1,7.614747,7.847485,7.6048865,7.3426967,7.63038,7.8214173,7.617245,7.4459457,7.257079,7.816969
AC007688.2,11.599914,11.671199,11.320477,11.341957,11.561869,12.612832,12.718667,12.259008,12.554725,12.60455
AC007690.1,6.34728,6.585161,6.5637026,6.503476,6.394414,7.1682777,7.03812,6.7029033,6.893976,6.696605
AC007731.1,2.74751,4.0823855,5.116079,3.185952,2.8243136,5.1639414,4.5652294,5.0738006,5.6851087,5.838775
AC007749.1,5.519274,5.937981,5.8678885,6.57866,5.9986115,5.773925,5.4206905,6.206224,5.368197,5.229096
AC007780.1,10.162989,10.072805,10.639324,10.331652,10.167792,10.03978,10.298298,10.361608,9.929028,9.894933
AC007849.2,4.5913935,4.269224,5.311851,4.8193493,2.402703,5.0772157,3.6656415,5.0482006,5.1579986,4.7986197
AC007938.2,5.34648,5.2033863,5.218655,5.0982337,4.804236,5.479725,4.9953394,5.7667527,5.1817017,4.9715314
AC007953.1,8.543947,4.0221276,5.2158556,4.3500075,4.8107557,4.5568857,4.88353,4.1634693,4.650991,5.2082515
AC007992.1,6.8579993,7.1990123,7.1130137,6.837371,6.9518957,7.9496937,7.790874,7.95764,7.9541125,7.8755846
AC008040.1,7.752476,7.7401414,7.4580765,8.089281,7.820601,8.110989,7.803147,8.089281,7.9296513,8.337423
AC008056.1,6.5259504,6.79265,6.603089,6.8975935,6.822974,6.2370753,6.37011,5.9707403,5.6496696,6.229366
AC008060.1,7.682851,8.164179,8.249306,8.348732,8.404205,7.4437394,7.611126,7.774567,7.504753,7.3780837
AC008063.1,15.994497,15.822476,15.954414,15.994497,15.802425,15.055543,15.2605095,14.978924,16.05493,16.31088
AC008069.1,6.3730106,5.9377375,6.2200294,6.3238044,6.3047996,5.6273117,5.6783843,5.9130344,5.904296,5.6036587
AC008073.3,4.965955,5.333896,5.9719214,5.8480086,6.042079,6.292585,5.962599,6.2590737,6.164464,6.12036
AC008074.1,4.5253725,5.0815067,5.495374,5.5212097,5.81107,5.220993,4.8162937,5.6274524,4.7214108,3.9872372
AC008080.4,5.6859193,5.7471704,5.9778476,6.1542974,6.3923845,5.715146,6.06087,5.82356,5.6955724,5.9374638
AC008105.2,7.0722136,7.2741084,6.8505254,7.126305,7.1740007,7.402983,7.2868285,7.1935477,7.363953,7.4593787
AC008105.3,8.103463,8.734198,8.614691,8.475945,8.603289,8.901213,8.927698,8.795268,8.811444,8.782246
AC008115.1,5.0508847,4.393399,5.1297216,5.4884105,5.2418194,5.085954,6.2829914,5.587016,5.0341053,6.071644
AC008124.1,7.0088964,6.153107,6.249037,6.169462,6.072734,5.6263285,5.4169827,5.8517303,5.8145347,5.2113743
AC008125.1,4.1259966,5.4089117,4.9994664,4.7105393,5.112962,6.3629956,6.946381,6.1355762,6.579928,6.6436863
AC008127.1,5.474746,6.187404,6.017757,5.6881537,5.448586,6.0901093,4.472151,5.63997,5.622024,5.5639386
AC008134.1,8.930585,8.2537775,8.970973,8.055572,8.714815,10.1742525,10.306253,10.348243,10.230044,10.17657
AC008154.2,7.894898,7.665922,8.131462,8.338362,7.979391,7.268475,7.320981,7.4387956,7.299047,7.1847053
AC008163.1,6.8779755,7.0650034,7.2289534,7.011252,7.1961036,6.7462926,6.583351,6.72303,6.583351,6.5780826
AC008264.2,3.979889,5.202444,5.553734,4.5003014,5.962728,6.343555,5.535802,5.689102,6.362733,6.393195
AC008267.1,8.14974,8.294659,8.299831,8.487164,8.462042,8.146848,8.466562,8.279385,8.195902,8.298731
AC008267.3,4.074957,5.1090136,5.366829,4.9798155,4.8372188,4.837491,4.8291407,4.7373476,3.8164103,4.6777806
AC008268.1,2.4149656,5.731497,5.157124,4.590194,4.793032,4.6975384,4.256496,4.1129766,4.768812,4.721862
AC008278.1,3.6142647,4.2166305,3.3621738,3.2141821,4.2586055,8.299831,8.145455,8.242139,8.682782,8.672401
AC008278.2,6.2228036,5.9638653,6.4443517,6.3621407,6.1971583,5.6465144,5.736933,5.9090075,5.705036,5.260297
AC008406.2,6.758324,6.736452,6.7309127,6.66443,6.7728453,6.642983,6.1513734,6.5912714,6.902689,6.7573066
AC008440.1,7.393798,7.7828555,8.220036,7.753172,7.901725,8.398292,8.659367,8.478563,8.752288,8.607159
AC008440.2,7.094407,6.5409846,6.6214523,6.3434463,6.4379964,5.24608,5.039247,5.8800716,4.7019124,5.2586203
AC008443.2,5.455374,5.9925494,6.1190605,6.224361,5.842873,5.9350076,6.2033334,6.3006244,6.1151433,5.8121133
AC008443.3,5.9403133,6.4196606,5.7786546,5.0519323,6.2782316,7.1092615,8.162202,7.1429987,7.5183926,7.5149612
AC008443.5,6.3874874,7.1291113,6.9982586,6.642504,7.075792,4.908447,4.9021325,4.058129,3.9204144,3.7464454
AC008467.1,4.7160316,5.0237045,5.0252457,3.6784556,4.557681,5.8031774,5.7817106,5.34896,5.796807,5.9408903
AC008481.1,7.7880406,7.2843866,7.221776,7.097318,7.2719603,8.68142,8.767942,8.709756,8.781631,8.80229
AC008481.2,5.429573,5.886015,4.84836,5.554226,5.31098,5.976479,5.0371456,5.625002,5.686025,5.5288773
AC008537.1,11.214365,11.446469,10.825182,11.897014,11.633066,10.924205,10.967225,11.250944,11.375661,11.207281
AC008543.1,8.887038,9.33786,8.554695,9.23957,8.66327,11.286361,11.233508,11.339118,11.277847,11.225839
AC008549.1,5.4086432,5.647236,5.5632133,5.4138055,5.134777,5.474746,4.967069,5.5021677,5.5272875,5.4248734
AC008550.1,6.0798354,6.3534327,8.7849045,5.985464,6.3546896,6.948369,7.5839505,6.803718,7.029897,6.9496593
AC008556.1,5.019259,5.1368456,3.8775547,3.3994024,4.4649153,6.5040207,6.4076285,6.6110787,7.4437394,7.3247685
AC008565.1,5.2154694,4.645675,4.9208555,4.3315535,4.8895006,4.424194,5.3984785,3.5983884,4.5345535,4.6249714
AC008568.2,8.249634,7.880647,7.480491,7.684674,7.479124,6.8496614,6.454396,7.217849,6.9421034,6.5826855
AC008571.2,8.435744,8.287716,7.504652,7.9661083,7.952505,8.740577,7.9638467,8.575056,8.726039,8.566019
AC008575.1,6.997216,5.5017104,5.457154,6.0120144,5.4581375,6.0494165,6.2407184,5.748732,5.560373,5.2946954
AC008591.1,5.7251678,4.233595,4.6538553,5.73947,4.932929,5.04077,3.849002,4.534134,3.751238,3.1868224
AC008592.1,4.5084224,5.0034175,5.060628,4.846261,5.07463,4.7205153,5.6235924,4.681456,5.884209,5.3440375
AC008592.3,5.012778,6.3798227,5.7280173,5.6160054,5.1514683,4.2066545,3.6928706,3.475027,4.8372188,3.9094434
AC008592.4,6.419561,6.7671585,6.8787622,7.079511,7.1587453,6.607007,6.5489507,7.056981,6.519566,6.488657
AC008609.1,4.3676457,2.9313414,4.712738,3.424347,5.084603,5.205424,4.292593,4.3508945,5.35296,5.3185635
AC008622.2,3.8200185,5.0998993,5.4296837,4.7679152,4.3710384,6.1604185,4.8261337,5.997616,6.316763,6.335584
AC008628.1,4.3221745,5.1019487,4.5873494,2.6275442,6.139378,4.4957957,3.3762708,4.256496,5.58659,5.219167
AC008677.2,9.07452,9.192935,8.555241,8.813118,8.746436,10.312709,10.072805,10.221389,10.219112,10.266019
AC008691.1,9.244539,9.010838,8.934915,9.032376,9.198763,8.961975,8.783103,8.962603,9.045923,8.938982
AC008716.1,7.650287,7.6364846,7.893984,7.9800706,7.8372173,7.169193,6.406798,6.9622364,6.9237633,6.5411973
AC008728.1,10.04967,10.233481,10.296163,10.67089,10.457945,9.877706,10.189575,10.227743,10.417518,10.202294
AC008758.5,4.9037023,5.3613586,4.9814367,5.16339,4.158188,5.4975185,4.0985827,5.385403,4.5261035,4.868702
AC008764.1,6.0719476,5.768202,6.2282023,5.455971,5.718566,6.950944,6.840264,6.808137,6.9215074,7.0437193
AC008799.1,10.766959,10.724446,10.949234,10.503039,10.669809,11.299202,11.369324,11.1512,11.1680155,11.1512
AC008868.1,8.458735,8.481974,8.7735195,8.513292,8.153168,8.511617,8.2899685,8.184776,7.4465804,8.284948
AC008869.1,4.365232,4.6226983,4.4623227,4.8848095,5.8295317,4.9986777,4.223564,4.861969,4.977034,4.9893727
AC008875.3,6.8234057,6.6834984,6.907728,6.4120326,6.751211,6.721324,6.8360376,6.8256397,6.7571983,6.880192
AC008877.1,4.774754,5.11159,5.424474,5.431861,5.510187,5.1463246,4.1018553,5.449638,5.0366783,4.2412844
AC008883.2,6.167651,5.997616,6.216801,6.1796894,6.082916,5.776362,4.730015,5.895586,5.4325953,6.001278
AC008885.1,7.143875,7.397005,7.202482,6.681147,7.555338,6.6102633,5.7006025,6.2703724,6.738703,6.479802
AC008914.1,7.4090323,7.0531416,6.6883383,6.964427,6.529956,8.622775,8.284948,8.35231,8.562245,8.568526
AC008937.3,6.1751537,5.067892,5.8874116,5.0684175,6.5479555,5.0047555,3.7026713,5.0478787,5.5185547,4.3885746
AC008969.1,3.11631,4.864292,4.4162536,4.5555863,4.7432933,8.323577,8.311886,7.8923717,8.438829,9.460191
AC009005.1,5.9864454,5.2826686,5.7290697,5.9451704,5.835389,5.5304365,5.550076,5.8398433,5.152666,4.7067695
AC009041.3,4.452562,5.4202027,6.001198,5.4434485,6.3061547,6.05345,5.3893633,7.3380957,6.2623625,6.526202
AC009041.4,6.0290375,6.532619,6.8683214,6.6305265,6.488187,5.9963694,6.0785003,6.234583,6.176803,6.4645095
AC009055.2,6.424074,6.4820924,6.072299,5.999598,6.3956637,6.327279,4.7063565,6.2107954,6.950433,6.2038198
AC009078.2,8.565403,8.992209,8.995068,9.461299,9.132519,8.452081,8.554695,8.584636,8.325768,8.256668
AC009090.4,5.1488757,5.564278,5.175236,5.079143,5.2806435,5.184485,4.695473,5.05831,6.028732,5.0543184
AC009093.1,9.615703,4.828857,5.113229,6.0309134,5.9372606,5.829427,7.004257,5.489057,5.71639,5.5819645
AC009093.10,9.900024,10.019952,10.278455,10.416676,10.478949,10.354443,10.265168,10.37557,10.730554,10.483337
AC009097.3,5.447241,5.4162464,5.840373,5.7711897,5.275742,5.535989,5.4873905,5.711726,5.115044,4.899378
AC009108.1,6.986739,7.105954,6.732322,6.5891714,6.590407,8.816851,8.44215,8.711984,8.82447,8.883102
AC009126.1,6.045066,5.980176,6.541838,6.2297497,6.508155,8.780697,8.686005,8.8901205,9.005937,8.923801
AC009185.1,4.989086,5.567564,6.620592,5.996913,5.58659,6.733759,7.2356186,6.70021,6.7242317,6.5141573
AC009220.1,10.340431,10.17657,10.284134,10.173454,10.482051,12.393912,12.365767,12.414097,12.373706,12.295788
AC009244.2,6.831983,7.5538177,7.042588,6.6753807,6.8512855,6.610937,5.8826036,6.5888596,6.7796135,6.224512
AC009264.1,7.8316283,7.8852677,7.551044,7.9298983,7.4918165,9.656181,9.605963,9.616492,9.679397,9.333664
AC009299.1,5.890609,5.8783064,5.9892607,7.188448,5.5512853,6.3848267,6.399708,6.005415,6.5828567,6.4278007
AC009299.3,9.149488,6.8949513,7.4931135,7.3688874,7.188323,6.964124,7.0307016,7.3987827,6.6307106,6.2791805
AC009302.1,6.7273817,6.2553177,5.968848,6.092735,5.8115726,6.371508,6.281386,6.060324,6.389806,6.545369
AC009312.1,4.3717966,4.1969953,4.243909,3.8718061,4.7784266,4.7102766,3.6919234,4.415066,4.7658324,4.862842
AC009318.1,2.5520291,3.965005,4.7552295,4.42572,4.174185,5.299018,4.3633614,4.901053,5.787513,6.356689
AC009365.1,8.680424,8.829597,9.075554,8.701868,8.834789,8.352991,8.2033415,8.09913,8.268047,8.156791
AC009365.3,7.726502,7.584354,7.7496905,7.5300035,7.615052,6.8025227,6.7324924,6.8988986,6.699742,6.9087305
AC009413.2,4.944473,5.7777195,5.4114046,5.108357,5.0137124,4.8069134,3.1715245,5.1165667,5.1765127,4.354547
AC009414.1,7.131797,7.3455234,7.2547016,7.2131033,7.0720057,8.350613,8.357788,8.069379,8.353884,8.316626
AC009468.1,7.464747,7.815177,7.707935,7.9725075,7.5447364,7.0356054,6.6616054,7.173534,7.1312675,6.548537
AC009468.2,5.0171075,5.717339,5.249938,5.922394,5.7841907,5.2939377,4.6894417,5.49132,5.514301,4.7959948
AC009480.2,5.588137,5.88394,5.464524,5.588137,5.9942536,5.0626397,5.414342,4.983962,5.6934147,5.7676697
AC009501.3,9.745326,9.245347,9.270263,9.10887,9.229103,10.626363,10.678892,10.34551,10.638321,10.654371
AC009505.1,6.4820924,5.888378,5.9170127,5.4584846,5.971224,5.4740467,5.4875946,5.857016,5.3949485,5.026538
AC009570.1,5.7306666,4.728862,5.2064743,5.886114,5.073888,5.0777225,3.6674075,5.523992,5.02559,3.902152
AC009654.1,7.2175093,7.461994,7.440661,7.0914116,7.3423476,6.4719734,6.508155,6.87916,6.549445,6.1123214
AC009690.3,6.28808,6.401202,6.725795,6.907079,6.534368,6.5573177,6.323984,6.5769124,6.2367225,5.9598265
AC009720.1,6.748975,6.79425,6.6522555,6.732664,6.806388,6.6194463,6.1299706,6.524759,6.518516,6.4307585
AC009800.1,5.980176,6.0300055,6.033144,6.1367702,6.1367702,5.6525807,5.282603,5.811702,4.97721,4.87701
AC009804.2,7.767863,7.8799286,8.018103,8.207962,8.403518,7.509571,7.7611585,7.6542788,7.7877293,7.718342
AC009812.3,4.8752184,4.918147,5.4730315,5.4368553,5.2184105,4.768594,4.354547,5.399256,5.329566,4.339807
AC009901.1,10.482051,13.0837345,9.846457,9.42054,12.365767,11.490754,10.24268,8.264976,8.018929,8.033295
AC009945.1,4.64938,4.532609,4.907728,5.193983,5.1136007,6.5519705,7.106324,6.6814,7.185166,7.1808157
AC009965.1,5.6842184,6.0625563,5.950542,5.852362,5.399908,5.707881,5.0876603,5.609091,5.7491736,5.2313952
AC010105.1,5.1032705,5.4274783,5.6576667,5.385157,5.6631923,5.2469826,5.0171795,6.90692,5.21659,4.8745956
AC010149.1,6.613742,6.4992275,6.6656165,6.550423,7.473262,6.0388165,6.1189404,6.431237,6.0144815,6.1205997
AC010168.1,4.9197025,5.8507485,5.516024,5.1911163,5.59927,5.4622655,4.4468513,5.6349497,4.8044853,3.9685228
AC010207.1,4.7915416,4.992028,5.5844846,5.066025,4.72486,5.0527625,4.5379963,5.305624,4.9504757,4.772332
AC010255.2,5.5223947,4.6841493,6.2818794,5.229181,4.618645,5.17113,4.3403897,5.297673,4.64186,5.409613
AC010255.3,5.3434334,4.495378,5.8507485,5.6892776,5.4591484,5.39725,5.9213037,5.6228867,5.157605,5.19984
AC010260.1,6.6627507,6.9883547,7.039331,6.9853406,6.9758368,6.3575287,6.5486674,6.102468,6.119384,6.7100153
AC010266.2,4.8541365,5.5415235,5.422509,5.6156273,5.192932,5.3727536,3.5374298,5.128837,5.306909,4.9429502
AC010267.1,5.860902,6.123157,5.2963657,5.7732263,5.4739594,5.541155,5.1320176,5.658052,5.0003057,6.5137267
AC010285.1,7.418104,7.3973465,7.0851583,7.429977,7.2012672,6.5528297,5.493535,6.7843633,6.880773,6.186329
AC010327.6,5.67937,4.1946254,4.9242616,5.432822,5.1877375,5.9167953,6.266192,5.7350616,6.1612716,5.9004726
AC010328.2,6.366556,6.3969383,5.780945,5.745627,5.925749,7.077206,6.103577,6.9022293,6.850833,6.844666
AC010328.3,6.510201,5.710425,5.5115137,5.667493,5.5384746,4.9093556,6.146864,4.877644,5.3099375,6.0657005
AC010335.1,4.649927,4.883363,4.8903813,4.0941663,3.8014865,6.3398314,5.26684,6.1884246,6.6959176,6.4689217
AC010336.1,5.2346106,5.494497,5.11841,5.561464,4.866675,5.334992,3.2549748,5.3880386,5.388094,5.4963055
AC010336.5,6.089094,6.177328,5.821623,6.0099916,5.630189,7.9592276,7.225115,7.487394,7.926223,7.8664646
AC010343.3,12.3091755,12.079335,12.094606,11.776088,11.903297,13.274302,13.366577,13.2157135,13.3790245,13.248052
AC010395.1,6.1745687,6.4858236,6.7066593,6.963058,6.7473993,6.0796537,7.2533083,6.657733,5.91848,6.4716873
AC010409.1,4.94973,5.259946,4.6780243,4.57183,4.584376,5.665839,5.0319133,5.252062,5.603778,5.8056483
AC010409.2,7.655163,7.764572,7.828357,7.618103,8.002794,7.412157,6.951588,6.421746,6.305301,6.1817865
AC010420.1,4.5593133,5.1678057,5.713579,5.5320363,5.2749634,5.6017876,4.539009,5.689615,5.1917143,4.519355
AC010442.1,4.6384187,4.365232,5.175288,4.5494447,4.549829,8.291693,7.8682857,8.112516,8.200056,8.392655
AC010442.2,4.655778,4.9188905,5.036043,5.114485,4.2918262,5.018958,3.7105336,4.63238,4.492485,4.990947
AC010445.1,6.714833,7.0984983,7.3305955,7.3153934,7.366522,6.625918,7.0585737,6.8275294,6.77852,6.391462
AC010460.3,6.7066593,6.392255,7.070279,6.266593,6.4548435,7.0947638,8.000874,6.804042,7.4922004,7.2927194
AC010469.2,7.204419,7.615417,6.9769673,6.808354,6.8432794,8.135158,7.8245773,7.948566,8.246989,8.191368
AC010478.1,6.076159,6.6199293,6.5383863,6.4883695,6.7453547,6.668522,5.8438354,6.528892,6.0322785,5.151677
AC010501.2,5.7474422,5.1407466,3.9812524,4.4131265,4.5585365,4.981073,2.7253904,4.504455,5.4973555,4.4700313
AC010507.1,6.1607556,6.0009255,4.9622674,5.134777,5.23114,4.8774085,5.415021,4.869785,5.1853914,5.5052896
AC010531.8,8.711059,7.8180494,7.655711,7.1983814,8.224034,7.7580757,8.163813,7.415826,8.153667,8.265262
AC010615.4,7.028505,7.2063227,7.385147,7.3152447,7.4699144,6.8457522,7.0555267,6.9826813,6.6553216,7.427697
AC010618.1,9.664762,9.884781,9.743664,9.641695,9.620599,11.178544,11.128212,11.017549,11.079817,11.032059
AC010618.3,6.341909,5.8423176,5.2249928,5.2365756,6.0806694,7.7131667,7.056036,7.5507507,7.8776608,7.9006987
AC010655.3,5.353106,5.679795,5.2588367,6.1061482,5.5638003,4.9954414,4.2526236,4.8707867,5.2685375,4.9147654
AC010677.1,6.3630953,5.679201,6.254322,5.425922,6.137874,5.838775,5.47177,5.4927526,6.182022,5.8960648
AC010683.1,5.426123,5.796161,4.8478518,5.4581375,5.8838363,4.827717,3.2984643,4.6000657,5.3272076,4.3981013
AC010719.1,9.865859,9.647207,9.327282,9.682734,9.637187,9.270263,8.877179,9.328769,9.596586,9.443826
AC010729.1,6.229366,7.313332,6.2925034,6.289052,7.689386,5.863916,4.1204348,5.983315,5.900174,5.4247766
AC010745.2,5.9446974,6.206586,6.663502,7.0498357,6.5008655,6.0868044,5.8956857,6.490276,6.330481,6.3441668
AC010745.4,5.655765,6.1009116,5.8279586,5.835826,7.535573,5.6036587,4.64726,6.804311,5.959262,5.6783843
AC010864.1,5.1637206,5.0936527,4.720081,4.2499404,5.3400965,4.9150934,4.6664605,4.883139,5.4207535,5.376148
AC010880.1,3.8373728,4.56039,3.513356,4.97911,3.5703824,5.337019,3.1297452,5.137914,6.0797453,5.463892
AC010883.3,6.152814,6.8718443,6.04686,6.6988993,6.2620745,7.8433795,7.0725713,7.7131667,8.009763,8.063902
AC010894.2,4.952566,5.128455,5.296822,5.3025494,4.9260855,5.61758,4.697036,5.8049264,5.4934397,4.7669163
AC010904.1,6.5220275,6.2601237,6.9288473,6.2317834,6.6327696,6.739603,6.9375877,6.8983073,6.3623257,6.7026696
AC010907.2,8.484425,8.371896,8.847217,7.816969,8.655044,7.9505773,8.431386,8.162202,7.592697,7.7308664
AC010931.2,6.1299706,6.228738,6.54375,6.4996905,6.8735156,6.047016,6.2534237,6.43194,5.8801527,6.0044203
AC010967.1,7.2071705,7.5248995,8.502895,7.0566583,7.445442,8.090741,8.670499,8.288042,8.392435,8.16113
AC010969.2,5.0558615,5.505397,4.498592,5.121889,4.5181036,5.9861746,5.266229,5.8593764,6.1868057,6.117142
AC010970.1,10.456647,9.796912,10.667405,9.744375,10.149022,8.137892,8.139739,8.374813,6.8848867,6.8747144
AC010997.3,6.527812,6.9587755,7.0459223,6.988967,7.1431994,6.258943,6.2891617,6.6327696,6.387993,5.8377953
AC010997.6,7.321451,7.532601,7.3618894,7.482188,7.5261846,8.0258465,7.7809772,7.7737,8.383488,8.350892
AC011005.1,9.1145115,9.316778,8.745013,8.900213,8.905506,8.72654,8.418207,8.101115,8.721822,8.775701
AC011008.2,4.788009,5.3964643,6.114888,5.9839473,5.477979,5.846224,4.9297843,5.7541504,5.4424906,4.6821117
AC011124.1,6.0409026,6.738703,6.922059,6.786561,6.8859224,6.402662,6.2315173,6.668223,6.5071774,5.968848
AC011193.1,4.3020096,5.5416446,4.8398542,5.408175,5.1962514,4.770598,5.3715677,4.6145353,4.3350825,4.7481947
AC011199.1,7.206858,7.5256023,7.3996496,7.6678743,7.4736743,6.925992,7.0304103,7.1737394,6.777362,6.564583
AC011247.1,8.023603,8.286289,8.302175,8.304322,8.139241,7.5353317,8.541193,7.5692406,7.6134067,7.7181664
AC011330.3,6.8110967,7.358457,6.659922,6.760393,7.289499,7.3254924,6.7905164,7.2023168,7.4219646,7.2769322
AC011365.1,6.632577,6.7669487,6.6398544,6.798337,6.745072,7.1845694,7.2862306,7.0130467,8.038272,7.8399305
AC011374.1,8.837061,8.808731,8.86398,8.736226,8.852075,7.8289404,8.029761,8.134539,7.893984,8.001792
AC011379.2,9.432347,9.085569,9.339898,9.800408,9.475239,9.381239,9.18545,9.442931,9.749714,9.501198
AC011389.1,5.7886944,5.526358,5.924967,5.379807,5.1339645,5.74213,5.227805,5.926343,5.5092726,5.4658675
AC011405.1,5.730195,6.198384,6.5236073,6.2184935,6.266593,5.8910513,5.5755367,5.5363173,5.188572,5.230827
AC011444.1,9.346798,9.558507,9.264238,9.259364,9.591397,10.167792,10.389789,9.801878,10.119314,10.113021
AC011445.1,8.074053,7.048492,7.161473,6.7964506,7.4570026,6.051415,6.881787,6.0942917,6.71686,7.229282
AC011473.3,6.2764373,6.5120173,6.9520416,7.1933894,6.9722767,6.675781,6.811347,6.709042,6.6661263,6.5879908
AC011477.7,6.443192,6.672445,6.8910995,7.3005347,6.8615294,6.8390455,6.5341783,7.234226,6.6789093,6.45767
AC011479.1,5.4556813,5.220802,6.1602445,5.175163,5.103109,5.739703,5.780809,5.9830103,5.713958,5.565178
AC011479.4,5.573641,5.5236893,5.7320857,3.8789554,10.113021,4.5186477,5.1060843,4.268974,3.9598055,5.0998993
AC011481.2,7.4545193,5.969342,7.0962367,6.3098125,6.8036084,6.0537815,5.832005,5.9208407,4.659695,4.0156655
AC011495.1,9.806983,9.638784,8.691027,9.473943,9.237867,10.856572,10.5250025,10.858813,10.795929,10.814018
AC011498.6,6.5587735,6.275578,6.0685043,6.1808004,6.3332767,5.8330097,5.4093337,5.794609,5.9050922,5.6888213
AC011603.2,10.632142,9.502418,10.310728,9.457935,10.265168,9.302253,9.418312,9.265093,9.224641,9.195361
AC011625.1,6.945777,2.9313414,4.2130475,3.4876072,3.7197623,4.4908147,4.7253213,4.3723283,3.9338212,5.834716
AC011742.2,5.424081,4.907636,5.8254404,5.3557134,5.0249467,5.6156273,5.459786,5.819955,5.877684,5.7896686
AC011753.1,5.5565305,5.6059027,4.7604957,5.4580812,5.356616,6.167651,6.3564124,5.809123,6.4662247,6.497757
AC011753.3,8.675724,8.910276,9.061001,9.127188,8.781631,8.883881,8.87612,8.972958,8.743937,8.7849045
AC011815.2,6.1435256,6.2826014,5.244846,5.601207,6.7878537,5.5858727,5.804733,5.6142473,5.3477907,5.187088
AC011825.1,5.38626,5.3191595,5.7344184,4.6775503,5.4697948,6.3326416,5.4309244,4.2003074,5.737936,5.6689134
AC011901.1,7.9661083,8.0566635,8.272961,8.166681,7.9585886,7.4266915,7.429094,7.7061276,7.567674,6.881945
AC011979.1,9.073502,9.191223,9.2834,9.049842,9.036763,10.578732,10.672669,10.602681,10.455582,10.782419
